member,Fy,lateral_psf,height_ft,spacing_in,P_asd_kip,footnote
600S200-97,33,15.0,8,24,9.76,a
362S137-43,33,15.0,8,12,1.57,a
362S137-54,50,15.0,8,12,2.61,a
362S137-68,50,15.0,8,12,3.54,a
362S137-33,33,15.0,8,12,1.31,a
600S137-43,33,15.0,8,12,1.96,a
362S162-54,33,15.0,8,12,3.39,a
362S162-68,50,15.0,8,12,4.47,a
362S162-97,50,15.0,8,12,6.66,a
362S162-97,50,15.0,8,12,1.65,a
362S162-33,33,15.0,8,12,2.62,a
362S200-54,33,15.0,8,12,4.32,a
600S162-68,50,15.0,8,12,7.01,a
600S162-97,50,15.0,8,12,8.21,a
600S162-43,33,15.0,8,12,3.05,a
362S250-54,33,15.0,8,12,5.0,a
600S200-68,50,15.0,8,12,6.58,a
600S200-97,33,15.0,8,12,9.45,a
362S137-43,33,15.0,9,16,1.37,a
362S137-54,50,15.0,9,16,2.45,a
362S137-68,50,15.0,9,16,3.4,a
362S137-33,33,15.0,9,16,1.09,a
600S137-43,33,15.0,9,16,1.75,a
362S162-54,33,15.0,9,16,3.21,a
362S162-68,50,15.0,9,16,4.31,a
362S162-97,50,15.0,9,16,6.5,a
362S162-97,50,15.0,9,16,1.41,a
362S162-33,33,15.0,9,16,2.39,a
362S200-54,33,15.0,9,16,4.12,a
600S162-68,50,15.0,9,16,6.78,a
600S162-97,50,15.0,9,16,8.05,a
600S162-43,33,15.0,9,16,2.79,a
362S250-54,33,15.0,9,16,4.78,a
600S200-68,50,15.0,9,16,6.37,a
600S200-97,33,15.0,9,16,9.26,a
362S137-43,33,15.0,9,24,0.96,b
362S137-54,50,15.0,9,24,2.13,a
362S137-68,50,15.0,9,24,3.12,a
362S137-33,33,15.0,9,24,0.65,c
600S137-43,33,15.0,9,24,1.33,a
362S162-54,33,15.0,9,24,2.86,a
362S162-68,50,15.0,9,24,4.0,a
362S162-97,50,15.0,9,24,6.19,a
362S162-97,50,15.0,9,24,0.93,b
362S162-33,33,15.0,9,24,1.92,a
362S200-54,33,15.0,9,24,3.72,a
600S162-68,50,15.0,9,24,6.32,a
600S162-97,50,15.0,9,24,7.72,a
600S162-43,33,15.0,9,24,2.28,a
362S250-54,33,15.0,9,24,4.35,a
600S200-68,50,15.0,9,24,5.95,a
600S200-97,33,15.0,9,24,8.87,a
362S137-43,33,15.0,9,12,1.38,a
362S137-54,50,15.0,9,12,2.35,a
362S137-68,50,15.0,9,12,3.23,a
362S137-33,33,15.0,9,12,1.11,a
600S137-43,33,15.0,9,12,1.63,a
362S162-54,33,15.0,9,12,3.06,a
362S162-68,50,15.0,9,12,4.06,a
362S162-97,50,15.0,9,12,6.05,a
362S162-97,50,15.0,9,12,1.43,a
362S162-33,33,15.0,9,12,2.35,a
362S200-54,33,15.0,9,12,3.89,a
600S162-68,50,15.0,9,12,6.35,a
600S162-97,50,15.0,9,12,7.45,a
600S162-43,33,15.0,9,12,2.77,a
362S250-54,33,15.0,9,12,4.59,a
600S200-68,50,15.0,9,12,5.96,a
600S200-97,33,15.0,9,12,8.61,a
362S137-43,33,15.0,10,16,1.13,b
362S137-54,50,15.0,10,16,2.17,a
362S137-68,50,15.0,10,16,3.07,a
362S137-33,33,15.0,10,16,0.85,b
600S137-43,33,15.0,10,16,1.4,a
362S162-54,33,15.0,10,16,2.86,a
362S162-68,50,15.0,10,16,3.88,a
362S162-97,50,15.0,10,16,5.87,a
362S162-97,50,15.0,10,16,1.14,a
362S162-33,33,15.0,10,16,2.07,a
362S200-54,33,15.0,10,16,3.67,a
600S162-68,50,15.0,10,16,6.08,a
600S162-97,50,15.0,10,16,7.27,a
600S162-43,33,15.0,10,16,2.47,a
362S250-54,33,15.0,10,16,4.33,a
600S200-68,50,15.0,10,16,5.72,a
600S200-97,33,15.0,10,16,8.39,a
362S137-43,33,15.0,10,24,0.65,d
362S137-54,50,15.0,10,24,1.79,c
362S137-68,50,15.0,10,24,2.74,b
362S137-33,33,15.0,10,24,0.33,d
600S137-43,33,15.0,10,24,0.93,c
362S162-54,33,15.0,10,24,2.45,b
362S162-68,50,15.0,10,24,3.52,a
362S162-97,50,15.0,10,24,5.51,a
362S162-97,50,15.0,10,24,0.56,c
362S162-33,33,15.0,10,24,1.52,b
362S200-54,33,15.0,10,24,3.21,a
600S162-68,50,15.0,10,24,5.55,a
600S162-97,50,15.0,10,24,6.89,a
600S162-43,33,15.0,10,24,1.86,a
362S250-54,33,15.0,10,24,3.82,a
600S200-68,50,15.0,10,24,5.24,a
600S200-97,33,15.0,10,24,7.95,a
362S137-43,33,15.0,10,12,0.96,c
362S137-54,50,15.0,10,12,1.82,b
362S137-68,50,15.0,10,12,2.58,a
362S137-33,33,15.0,10,12,0.69,d
600S137-43,33,15.0,10,12,1.32,b
362S162-54,33,15.0,10,12,2.35,a
362S162-68,50,15.0,10,12,3.19,a
362S162-97,50,15.0,10,12,4.78,a
362S162-97,50,15.0,10,12,0.95,c
362S162-33,33,15.0,10,12,1.77,a
362S200-54,33,15.0,10,12,2.99,a
600S162-68,50,15.0,10,12,4.95,a
600S162-97,50,15.0,10,12,5.89,a
600S162-43,33,15.0,10,12,2.13,a
362S250-54,33,15.0,10,12,3.55,a
600S200-68,50,15.0,10,12,4.68,a
600S200-97,33,15.0,10,12,6.87,a
362S137-43,33,15.0,12,16,0.64,d
362S137-54,50,15.0,12,16,1.59,c
362S137-68,50,15.0,12,16,2.38,b
362S137-33,33,15.0,12,16,0.35,e
600S137-43,33,15.0,12,16,0.99,d
362S162-54,33,15.0,12,16,2.1,c
362S162-68,50,15.0,12,16,2.98,b
362S162-97,50,15.0,12,16,4.57,a
362S162-97,50,15.0,12,16,0.57,d
362S162-33,33,15.0,12,16,1.42,c
362S200-54,33,15.0,12,16,2.72,b
600S162-68,50,15.0,12,16,4.63,a
600S162-97,50,15.0,12,16,5.67,a
600S162-43,33,15.0,12,16,1.73,b
362S250-54,33,15.0,12,16,3.25,a
600S200-68,50,15.0,12,16,4.4,a
600S200-97,33,15.0,12,16,6.61,a
362S137-43,33,15.0,12,12,0.54,e
362S137-54,50,15.0,12,12,1.33,d
362S137-68,50,15.0,12,12,1.98,c
362S137-33,33,15.0,12,12,0.28,e
600S137-43,33,15.0,12,12,0.84,d
362S162-54,33,15.0,12,12,1.73,d
362S162-68,50,15.0,12,12,2.44,c
362S162-97,50,15.0,12,12,3.7,a
362S162-97,50,15.0,12,12,0.47,e
362S162-33,33,15.0,12,12,1.2,d
362S200-54,33,15.0,12,12,2.21,c
600S162-68,50,15.0,12,12,3.75,b
600S162-97,50,15.0,12,12,4.59,a
600S162-43,33,15.0,12,12,1.48,c
362S250-54,33,15.0,12,12,2.64,b
600S200-68,50,15.0,12,12,3.58,a
600S200-97,33,15.0,12,12,5.37,a
600S200-68,33,15.0,,12,9.54,a
800S137-97,50,15.0,,12,15.01,a
800S137-118,50,15.0,,12,19.3,a
800S137-43,33,15.0,,12,4.39,a
800S137-54,33,15.0,,12,7.36,a
600S250-68,33,15.0,,12,10.67,a
800S162-97,50,15.0,,12,17.63,a
800S162-118,50,15.0,,12,22.51,a
800S162-54,50,15.0,,12,7.67,a
600S300-68,50,15.0,,12,10.85,a
600S300-97,50,15.0,,12,18.94,a
600S300-118,33,15.0,,12,24.61,a
800S200-54,33,15.0,,12,9.96,a
600S350-68,33,15.0,,12,14.45,a
600S350-97,50,15.0,,12,23.56,a
600S350-118,50,15.0,,12,31.11,a
600S200-68,33,15.0,8,16,9.42,a
800S137-97,50,15.0,8,16,14.89,a
800S137-118,50,15.0,8,16,19.18,a
800S137-43,33,15.0,8,16,4.27,a
800S137-54,33,15.0,8,16,7.24,a
600S250-68,33,15.0,8,16,10.54,a
800S162-97,50,15.0,8,16,17.49,a
800S162-118,50,15.0,8,16,22.36,a
800S162-54,50,15.0,8,16,7.55,a
600S300-68,50,15.0,8,16,10.73,a
600S300-97,50,15.0,8,16,18.8,a
600S300-118,33,15.0,8,16,24.47,a
800S200-54,33,15.0,8,16,9.83,a
600S350-68,33,15.0,8,16,14.32,a
600S350-97,50,15.0,8,16,23.41,a
600S350-118,50,15.0,8,16,30.95,a
600S200-68,33,15.0,8,24,9.18,a
800S137-97,50,15.0,8,24,14.66,a
800S137-118,50,15.0,8,24,18.94,a
800S137-43,33,15.0,8,24,4.01,a
800S137-54,33,15.0,8,24,7.01,a
600S250-68,33,15.0,8,24,10.28,a
800S162-97,50,15.0,8,24,17.21,a
800S162-118,50,15.0,8,24,22.07,a
800S162-54,50,15.0,8,24,7.31,a
600S300-68,50,15.0,8,24,10.48,a
600S300-97,50,15.0,8,24,18.53,a
600S300-118,33,15.0,8,24,24.18,a
800S200-54,33,15.0,8,24,9.58,a
600S350-68,33,15.0,8,24,14.04,a
600S350-97,50,15.0,8,24,23.11,a
600S350-118,50,15.0,8,24,30.65,a
600S200-68,33,15.0,8,12,9.32,a
800S137-97,50,15.0,8,12,14.72,a
800S137-118,50,15.0,8,12,18.95,a
800S137-43,33,15.0,8,12,4.26,a
800S137-54,33,15.0,8,12,7.18,a
600S250-68,33,15.0,8,12,10.42,a
800S162-97,50,15.0,8,12,17.23,a
800S162-118,50,15.0,8,12,22.03,a
800S162-54,50,15.0,8,12,7.48,a
600S300-68,50,15.0,8,12,10.61,a
600S300-97,50,15.0,8,12,18.52,a
600S300-118,33,15.0,8,12,24.11,a
800S200-54,33,15.0,8,12,9.71,a
600S350-68,33,15.0,8,12,14.14,a
600S350-97,50,15.0,8,12,23.07,a
600S350-118,50,15.0,8,12,30.33,a
600S200-68,33,15.0,9,16,9.17,a
800S137-97,50,15.0,9,16,14.58,a
800S137-118,50,15.0,9,16,18.8,a
800S137-43,33,15.0,9,16,4.1,a
800S137-54,33,15.0,9,16,7.03,a
600S250-68,33,15.0,9,16,10.26,a
800S162-97,50,15.0,9,16,17.06,a
800S162-118,50,15.0,9,16,21.85,a
800S162-54,50,15.0,9,16,7.33,a
600S300-68,50,15.0,9,16,10.46,a
600S300-97,50,15.0,9,16,18.35,a
600S300-118,33,15.0,9,16,23.93,a
800S200-54,33,15.0,9,16,9.56,a
600S350-68,33,15.0,9,16,13.97,a
600S350-97,50,15.0,9,16,22.88,a
600S350-118,50,15.0,9,16,30.13,a
600S200-68,33,15.0,9,24,8.87,a
800S137-97,50,15.0,9,24,14.29,a
800S137-118,50,15.0,9,24,18.5,a
800S137-43,33,15.0,9,24,3.78,a
800S137-54,33,15.0,9,24,6.74,a
600S250-68,33,15.0,9,24,9.94,a
800S162-97,50,15.0,9,24,16.71,a
800S162-118,50,15.0,9,24,21.49,a
800S162-54,50,15.0,9,24,7.04,a
600S300-68,50,15.0,9,24,10.14,a
600S300-97,50,15.0,9,24,18.0,a
600S300-118,33,15.0,9,24,23.57,a
800S200-54,33,15.0,9,24,9.24,a
600S350-68,33,15.0,9,24,13.63,a
600S350-97,50,15.0,9,24,22.51,a
600S350-118,50,15.0,9,24,29.75,a
600S200-68,33,15.0,9,12,9.07,a
800S137-97,50,15.0,9,12,14.38,a
800S137-118,50,15.0,9,12,18.53,a
800S137-43,33,15.0,9,12,4.11,a
800S137-54,33,15.0,9,12,6.98,a
600S250-68,33,15.0,9,12,10.14,a
800S162-97,50,15.0,9,12,16.77,a
800S162-118,50,15.0,9,12,21.46,a
800S162-54,50,15.0,9,12,7.27,a
600S300-68,50,15.0,9,12,10.34,a
600S300-97,50,15.0,9,12,18.03,a
600S300-118,33,15.0,9,12,23.53,a
800S200-54,33,15.0,9,12,9.44,a
600S350-68,33,15.0,9,12,13.78,a
600S350-97,50,15.0,9,12,22.52,a
600S350-118,50,15.0,9,12,29.44,a
600S200-68,33,15.0,10,16,8.89,a
800S137-97,50,15.0,10,16,14.21,a
800S137-118,50,15.0,10,16,18.35,a
800S137-43,33,15.0,10,16,3.91,a
800S137-54,33,15.0,10,16,6.8,a
600S250-68,33,15.0,10,16,9.94,a
800S162-97,50,15.0,10,16,16.56,a
800S162-118,50,15.0,10,16,21.24,a
800S162-54,50,15.0,10,16,7.09,a
600S300-68,50,15.0,10,16,10.15,a
600S300-97,50,15.0,10,16,17.82,a
600S300-118,33,15.0,10,16,23.31,a
800S200-54,33,15.0,10,16,9.25,a
600S350-68,33,15.0,10,16,13.57,a
600S350-97,50,15.0,10,16,22.3,a
600S350-118,50,15.0,10,16,29.21,a
600S200-68,33,15.0,10,24,8.52,a
800S137-97,50,15.0,10,24,13.86,a
800S137-118,50,15.0,10,24,17.98,a
800S137-43,33,15.0,10,24,3.52,a
800S137-54,33,15.0,10,24,6.44,a
600S250-68,33,15.0,10,24,9.55,a
800S162-97,50,15.0,10,24,16.14,a
800S162-118,50,15.0,10,24,20.81,a
800S162-54,50,15.0,10,24,6.73,a
600S300-68,50,15.0,10,24,9.76,a
600S300-97,50,15.0,10,24,17.4,a
600S300-118,33,15.0,10,24,22.88,a
800S200-54,33,15.0,10,24,8.87,a
600S350-68,33,15.0,10,24,13.16,a
600S350-97,50,15.0,10,24,21.85,a
600S350-118,50,15.0,10,24,28.75,a
600S200-68,33,15.0,10,12,8.44,a
800S137-97,50,15.0,10,12,13.52,a
800S137-118,50,15.0,10,12,17.45,a
800S137-43,33,15.0,10,12,3.76,a
800S137-54,33,15.0,10,12,6.49,a
600S250-68,33,15.0,10,12,9.47,a
800S162-97,50,15.0,10,12,15.66,a
800S162-118,50,15.0,10,12,20.07,a
800S162-54,50,15.0,10,12,6.77,a
600S300-68,50,15.0,10,12,9.74,a
600S300-97,50,15.0,10,12,16.88,a
600S300-118,33,15.0,10,12,22.19,a
800S200-54,33,15.0,10,12,8.8,a
600S350-68,33,15.0,10,12,12.95,a
600S350-97,50,15.0,10,12,21.3,a
600S350-118,50,15.0,10,12,27.39,a
600S200-68,33,15.0,12,16,8.19,a
800S137-97,50,15.0,12,16,13.29,a
800S137-118,50,15.0,12,16,17.2,a
800S137-43,33,15.0,12,16,3.48,a
800S137-54,33,15.0,12,16,6.24,a
600S250-68,33,15.0,12,16,9.2,a
800S162-97,50,15.0,12,16,15.37,a
800S162-118,50,15.0,12,16,19.78,a
800S162-54,50,15.0,12,16,6.52,a
600S300-68,50,15.0,12,16,9.47,a
600S300-97,50,15.0,12,16,16.6,a
600S300-118,33,15.0,12,16,21.89,a
800S200-54,33,15.0,12,16,8.54,a
600S350-68,33,15.0,12,16,12.67,a
600S350-97,50,15.0,12,16,20.99,a
600S350-118,50,15.0,12,16,27.08,a
600S200-68,33,15.0,12,24,7.69,a
800S137-97,50,15.0,12,24,12.81,a
800S137-118,50,15.0,12,24,16.69,a
800S137-43,33,15.0,12,24,2.93,a
800S137-54,33,15.0,12,24,5.75,a
600S250-68,33,15.0,12,24,8.66,a
800S162-97,50,15.0,12,24,14.79,a
800S162-118,50,15.0,12,24,19.18,a
800S162-54,50,15.0,12,24,6.02,a
600S300-68,50,15.0,12,24,8.94,a
600S300-97,50,15.0,12,24,16.02,a
600S300-118,33,15.0,12,24,21.3,a
800S200-54,33,15.0,12,24,8.01,a
600S350-68,33,15.0,12,24,12.1,a
600S350-97,50,15.0,12,24,20.37,a
600S350-118,50,15.0,12,24,26.46,a
600S200-68,33,15.0,12,12,7.66,a
800S137-97,50,15.0,12,12,12.43,a
800S137-118,50,15.0,12,12,16.05,a
800S137-43,33,15.0,12,12,3.35,a
800S137-54,33,15.0,12,12,5.95,a
600S250-68,33,15.0,12,12,8.69,a
800S162-97,50,15.0,12,12,14.31,a
800S162-118,50,15.0,12,12,18.39,a
800S162-54,50,15.0,12,12,6.19,a
600S300-68,50,15.0,12,12,9.05,a
600S300-97,50,15.0,12,12,15.55,a
600S300-118,33,15.0,12,12,20.71,a
800S200-54,33,15.0,12,12,8.07,a
600S350-68,33,15.0,12,12,11.99,a
600S350-97,50,15.0,12,12,19.72,a
600S350-118,50,15.0,12,12,25.05,a
600S200-68,33,15.0,14,16,7.35,a
800S137-97,50,15.0,14,16,12.12,a
800S137-118,50,15.0,14,16,15.73,a
800S137-43,33,15.0,14,16,2.99,a
800S137-54,33,15.0,14,16,5.63,a
600S250-68,33,15.0,14,16,8.34,a
800S162-97,50,15.0,14,16,13.94,a
800S162-118,50,15.0,14,16,18.01,a
800S162-54,50,15.0,14,16,5.86,a
600S300-68,50,15.0,14,16,8.7,a
600S300-97,50,15.0,14,16,15.19,a
600S300-118,33,15.0,14,16,20.32,a
800S200-54,33,15.0,14,16,7.73,a
600S350-68,33,15.0,14,16,11.63,a
600S350-97,50,15.0,14,16,19.32,a
600S350-118,50,15.0,14,16,24.66,a
600S200-68,33,15.0,14,24,6.71,a
800S137-97,50,15.0,14,24,11.51,a
800S137-118,50,15.0,14,24,15.09,a
800S137-43,33,15.0,14,24,2.26,a
800S137-54,33,15.0,14,24,4.99,a
600S250-68,33,15.0,14,24,7.64,a
800S162-97,50,15.0,14,24,13.21,a
800S162-118,50,15.0,14,24,17.26,a
800S162-54,50,15.0,14,24,5.22,a
600S300-68,50,15.0,14,24,8.0,a
600S300-97,50,15.0,14,24,14.46,a
600S300-118,33,15.0,14,24,19.55,a
800S200-54,33,15.0,14,24,7.05,a
600S350-68,33,15.0,14,24,10.89,a
600S350-97,50,15.0,14,24,18.53,a
600S350-118,50,15.0,14,24,23.88,a
600S200-68,33,15.0,14,12,6.78,a
800S137-97,50,15.0,14,12,11.15,a
800S137-118,50,15.0,14,12,14.42,a
800S137-43,33,15.0,14,12,2.89,a
800S137-54,33,15.0,14,12,5.41,a
600S250-68,33,15.0,14,12,7.85,a
800S162-97,50,15.0,14,12,12.81,a
800S162-118,50,15.0,14,12,16.5,a
800S162-54,50,15.0,14,12,5.55,a
600S300-68,50,15.0,14,12,8.28,a
600S300-97,50,15.0,14,12,14.13,a
600S300-118,33,15.0,14,12,18.67,a
800S200-54,33,15.0,14,12,7.27,a
600S350-68,33,15.0,14,12,10.94,a
600S350-97,50,15.0,14,12,17.69,a
600S350-118,50,15.0,14,12,22.54,a
600S200-68,33,15.0,16,16,6.4,a
800S137-97,50,15.0,16,16,10.79,a
800S137-118,50,15.0,16,16,14.04,a
800S137-43,33,15.0,16,16,2.44,a
800S137-54,33,15.0,16,16,5.0,a
600S250-68,33,15.0,16,16,7.42,a
800S162-97,50,15.0,16,16,12.37,a
800S162-118,50,15.0,16,16,16.05,a
800S162-54,50,15.0,16,16,5.15,a
600S300-68,50,15.0,16,16,7.85,a
600S300-97,50,15.0,16,16,13.68,a
600S300-118,33,15.0,16,16,18.21,a
800S200-54,33,15.0,16,16,6.86,a
600S350-68,33,15.0,16,16,10.49,a
600S350-97,50,15.0,16,16,17.22,a
600S350-118,50,15.0,16,16,22.07,a
600S200-68,33,15.0,16,24,5.64,a
800S137-97,50,15.0,16,24,10.06,a
800S137-118,50,15.0,16,24,13.27,a
800S137-43,33,15.0,16,24,1.53,c
800S137-54,33,15.0,16,24,4.2,b
600S250-68,33,15.0,16,24,6.57,a
800S162-97,50,15.0,16,24,11.49,a
800S162-118,50,15.0,16,24,15.15,a
800S162-54,50,15.0,16,24,4.35,a
600S300-68,50,15.0,16,24,6.99,a
600S300-97,50,15.0,16,24,12.8,a
600S300-118,33,15.0,16,24,17.29,a
800S200-54,33,15.0,16,24,6.03,a
600S350-68,33,15.0,16,24,9.59,a
600S350-97,50,15.0,16,24,16.27,a
600S350-118,50,15.0,16,24,21.14,a
600S200-68,33,15.0,16,12,2.29,a
800S137-97,50,15.0,16,12,3.45,a
800S137-118,50,15.0,16,12,4.63,a
800S137-43,33,15.0,16,12,7.13,a
800S137-54,33,15.0,16,12,2.17,a
600S250-68,33,15.0,16,12,3.19,a
800S162-97,50,15.0,16,12,5.28,a
800S162-118,50,15.0,16,12,7.09,a
800S162-54,50,15.0,16,12,11.12,a
600S300-68,50,15.0,16,12,14.18,a
600S300-97,50,15.0,16,12,2.73,a
600S300-118,33,15.0,16,12,4.31,a
800S200-54,33,15.0,16,12,7.58,a
600S350-68,33,15.0,16,12,10.1,a
600S350-97,50,15.0,16,12,15.8,a
600S350-118,50,15.0,16,12,20.27,a
600S200-68,33,15.0,8,16,2.22,a
800S137-97,50,15.0,8,16,3.39,a
800S137-118,50,15.0,8,16,4.57,a
800S137-43,33,15.0,8,16,7.09,a
800S137-54,33,15.0,8,16,2.07,a
600S250-68,33,15.0,8,16,3.1,a
800S162-97,50,15.0,8,16,5.2,a
800S162-118,50,15.0,8,16,7.02,a
800S162-54,50,15.0,8,16,11.05,a
600S300-68,50,15.0,8,16,14.11,a
600S300-97,50,15.0,8,16,2.62,a
600S300-118,33,15.0,8,16,4.23,a
800S200-54,33,15.0,8,16,7.49,a
600S350-68,33,15.0,8,16,10.02,a
600S350-97,50,15.0,8,16,15.72,a
600S350-118,50,15.0,8,16,20.18,a
600S200-68,33,15.0,8,24,2.08,a
800S137-97,50,15.0,8,24,3.28,a
800S137-118,50,15.0,8,24,4.47,a
800S137-43,33,15.0,8,24,6.99,a
800S137-54,33,15.0,8,24,1.86,a
600S250-68,33,15.0,8,24,2.94,a
800S162-97,50,15.0,8,24,5.06,a
800S162-118,50,15.0,8,24,6.88,a
800S162-54,50,15.0,8,24,10.92,a
600S300-68,50,15.0,8,24,13.98,a
600S300-97,50,15.0,8,24,2.39,a
600S300-118,33,15.0,8,24,4.06,a
800S200-54,33,15.0,8,24,7.32,a
600S350-68,33,15.0,8,24,9.85,a
600S350-97,50,15.0,8,24,15.56,a
600S350-118,50,15.0,8,24,20.02,a
600S200-68,33,15.0,8,12,2.23,a
800S137-97,50,15.0,8,12,3.4,a
800S137-118,50,15.0,8,12,4.58,a
800S137-43,33,15.0,8,12,7.1,a
800S137-54,33,15.0,8,12,2.09,a
600S250-68,33,15.0,8,12,3.12,a
800S162-97,50,15.0,8,12,5.22,a
800S162-118,50,15.0,8,12,7.03,a
800S162-54,50,15.0,8,12,11.06,a
600S300-68,50,15.0,8,12,14.13,a
600S300-97,50,15.0,8,12,2.64,a
600S300-118,33,15.0,8,12,4.25,a
800S200-54,33,15.0,8,12,7.51,a
600S350-68,33,15.0,8,12,10.04,a
600S350-97,50,15.0,8,12,15.73,a
600S350-118,50,15.0,8,12,20.2,a
600S200-68,33,15.0,9,16,2.15,a
800S137-97,50,15.0,9,16,3.34,a
800S137-118,50,15.0,9,16,4.52,a
800S137-43,33,15.0,9,16,7.04,a
800S137-54,33,15.0,9,16,1.96,a
600S250-68,33,15.0,9,16,3.01,a
800S162-97,50,15.0,9,16,5.13,a
800S162-118,50,15.0,9,16,6.94,a
800S162-54,50,15.0,9,16,10.98,a
600S300-68,50,15.0,9,16,14.04,a
600S300-97,50,15.0,9,16,2.5,a
600S300-118,33,15.0,9,16,4.14,a
800S200-54,33,15.0,9,16,7.4,a
600S350-68,33,15.0,9,16,9.93,a
600S350-97,50,15.0,9,16,15.63,a
600S350-118,50,15.0,9,16,20.09,a
600S200-68,33,15.0,9,24,1.97,a
800S137-97,50,15.0,9,24,3.2,a
800S137-118,50,15.0,9,24,4.38,a
800S137-43,33,15.0,9,24,6.91,a
800S137-54,33,15.0,9,24,1.69,a
600S250-68,33,15.0,9,24,2.8,a
